slug,name,team,pos,overall,height,height_in,weight_lbs,wingspan,wingspan_in,Outside Scoring,Inside Scoring,Playmaking,Athleticism,Defense,Rebounding,Intangibles,Close Shot,Free Throw,Mid-Range Shot,Offensive Consistency,Shot IQ,Three-Point Shot,Draw Foul,Driving Dunk,Hands,Layup,Post Control,Post Fade,Post Hook,Standing Dunk,Ball Handle,Pass Accuracy,Pass IQ,Pass Vision,Speed with Ball,Agility,Hustle,Overall Durability,Speed,Stamina,Strength,Vertical,Block,Defensive Consistency,Help Defense IQ,Interior Defense,Pass Perception,Perimeter Defense,Steal,Defensive Rebound,Offensive Rebound,badge: Deadeye,badge: Limitless Range,badge: Mini Marksman,badge: Set Shot Specialist,badge: Shifty Shooter,badge: Aerial Wizard,badge: Float Game,badge: Hook Specialist,badge: Layup Mixmaster,badge: Paint Prodigy,badge: Physical Finisher,badge: Post Fade Phenom,badge: Post Powerhouse,badge: Post-Up Poet,badge: Posterizer,badge: Rise Up,badge: Ankle Assassin,badge: Bail Out,badge: Break Starter,badge: Dimer,badge: Handles For Days,badge: Lightning Launch,badge: Strong Handle,badge: Unpluckable,badge: Versatile Visionary,badge: Challenger,badge: Glove,badge: High-Flying Denier,badge: Immovable Enforcer,badge: Interceptor,badge: Off-Ball Pest,badge: On-Ball Menace,badge: Paint Patroller,badge: Pick Dodger,badge: Post Lockdown,badge: Boxout Beast,badge: Rebound Chaser,badge: Brick Wall,badge: Pogo Stick,badge: Slippery Off-Ball,classic_team,base_team,season,era_tag
brian-shaw-1994-95-orlando-magic,Brian Shaw,1994-95 Orlando Magic,PG / SG,75,"6'6""",78,190,"6'10""",82,72.0,51.0,81.0,71.0,57.0,47.0,70.0,75,73,69,70,75,70,49,48,80,70,52,44,36,25,78,88,90,74,76,76,75,80,76,84,46,60,42,70,60,50,50,62,65,53,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
donald-royal-1994-95-orlando-magic,Donald Royal,1994-95 Orlando Magic,SF / SG,74,"6'8""",80,210,"6'11""",83,65.0,61.0,61.0,74.0,63.0,63.0,70.0,74,74,57,65,74,45,76,61,77,79,50,58,25,61,70,62,61,55,57,77,80,79,61,81,63,74,40,75,70,55,72,72,59,65,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
darrell-armstrong-1994-95-orlando-magic,Darrell Armstrong,1994-95 Orlando Magic,PG,72,"6'0""",72,176,"6'3""",75,69.0,48.0,79.0,75.0,52.0,48.0,70.0,69,88,72,50,60,75,47,75,80,74,25,29,25,25,86,78,78,70,84,70,80,80,84,84,44,82,35,45,68,32,42,68,75,50,46,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,Bronze,Bronze,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
anthony-avent-1994-95-orlando-magic,Anthony Avent,1994-95 Orlando Magic,PF,71,"6'10""",82,230,"7'2""",86,59.0,66.0,42.0,60.0,60.0,79.0,70.0,67,64,52,70,75,25,57,65,95,67,62,62,62,55,52,54,30,30,42,42,39,75,48,85,70,60,48,65,70,73,73,42,51,80,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
anthony-bowie-1994-95-orlando-magic,Anthony Bowie,1994-95 Orlando Magic,SG / SF,71,"6'6""",78,190,"6'9""",81,75.0,49.0,64.0,69.0,58.0,47.0,70.0,77,83,89,65,65,68,53,57,75,64,25,55,25,35,70,68,60,65,57,62,85,80,58,78,55,65,51,60,62,55,58,58,64,43,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
jeff-turner-1994-95-orlando-magic,Jeff Turner,1994-95 Orlando Magic,SF / PF,71,"6'9""",81,230,"7'0""",84,74.0,52.0,43.0,65.0,55.0,55.0,90.0,75,89,74,60,62,82,49,46,74,47,51,58,38,56,53,40,41,37,42,66,80,80,44,77,58,50,35,60,63,52,58,58,58,62,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
tree-rollins-1994-95-orlando-magic,Tree Rollins,1994-95 Orlando Magic,C / PF,69,"7'1""",85,235,"7'6""",90,50.0,48.0,29.0,52.0,67.0,63.0,68.0,57,67,35,60,56,25,56,40,59,28,40,40,50,70,26,32,32,27,29,25,48,76,52,60,80,25,85,85,82,80,58,25,55,63,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,Gold,-,Bronze,-,Gold,Gold,-,-,1994-95 Orlando Magic,Orlando Magic,1994-95,'95
dirk-nowitzki-2002-03-dallas-mavericks,Dirk Nowitzki,2002-03 Dallas Mavericks,PF / C,92,"7'0""",84,237,"7'4""",88,93.0,79.0,57.0,66.0,65.0,83.0,80.0,94,88,96,98,98,85,78,48,98,75,96,99,69,65,57,60,90,51,25,33,98,82,46,98,68,40,60,65,70,79,68,49,63,86,79,Gold,Gold,-,HOF,HOF,-,-,-,-,Gold,-,HOF,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,Gold,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
steve-nash-2002-03-dallas-mavericks,Steve Nash,2002-03 Dallas Mavericks,PG,87,"6'3""",75,195,"6'6""",78,87.0,50.0,89.0,74.0,55.0,40.0,60.0,85,90,84,80,90,90,71,28,98,92,30,25,28,25,91,95,95,82,84,78,85,82,84,95,40,55,30,60,67,25,75,65,62,42,37,Gold,Silver,Gold,Gold,Gold,-,Silver,-,Gold,-,-,-,-,-,-,-,Gold,Silver,-,Gold,Gold,Gold,HOF,HOF,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
michael-finley-2002-03-dallas-mavericks,Michael Finley,2002-03 Dallas Mavericks,SF / SG,81,"6'7""",79,215,"6'11""",83,83.0,72.0,61.0,74.0,55.0,52.0,85.0,90,83,79,80,82,84,65,88,84,84,66,75,60,55,78,57,56,49,63,77,73,86,63,95,43,81,40,35,66,63,51,71,61,56,47,-,-,-,-,Silver,Gold,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
nick-van-exel-2002-03-dallas-mavericks,Nick Van Exel,2002-03 Dallas Mavericks,SG / PG,81,"6'1""",73,170,"6'4""",76,82.0,47.0,81.0,81.0,60.0,49.0,60.0,78,76,86,85,80,84,60,27,95,82,25,40,25,25,82,75,90,72,86,67,98,84,79,98,59,81,39,70,69,39,79,64,58,48,49,-,-,Gold,Silver,Gold,-,-,-,Silver,-,Silver,-,-,-,-,-,Bronze,Silver,-,-,Gold,Gold,Gold,Gold,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
raef-lafrentz-2002-03-dallas-mavericks,Raef LaFrentz,2002-03 Dallas Mavericks,C / SF,79,"6'11""",83,240,"7'3""",87,81.0,70.0,40.0,60.0,65.0,64.0,80.0,81,69,82,85,85,84,53,55,79,53,84,82,84,70,45,34,68,30,25,45,60,71,41,84,74,43,81,65,70,77,60,45,58,61,66,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
shawn-bradley-2002-03-dallas-mavericks,Shawn Bradley,2002-03 Dallas Mavericks,C,75,"7'6""",90,235,"7'5""",89,63.0,71.0,30.0,48.0,70.0,73.0,60.0,76,80,52,70,75,25,67,45,90,47,72,68,82,95,30,30,34,29,25,26,50,81,25,77,48,31,92,80,84,80,64,26,64,78,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,Silver,-,-,Gold,-,Gold,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
eduardo-najera-2002-03-dallas-mavericks,Eduardo Najera,2002-03 Dallas Mavericks,SF / SG,75,"6'8""",80,240,"7'0""",84,79.0,58.0,56.0,66.0,55.0,63.0,98.0,68,67,75,85,90,88,65,55,72,75,57,57,54,25,76,65,68,32,39,67,76,82,50,92,35,63,55,50,60,38,56,59,64,59,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
walt-williams-2002-03-dallas-mavericks,Walt Williams,2002-03 Dallas Mavericks,SF / SG,74,"6'8""",80,219,"7'0""",84,73.0,54.0,50.0,64.0,63.0,56.0,90.0,69,62,75,65,84,81,45,65,64,71,51,55,44,40,70,52,58,34,36,79,35,81,58,78,49,69,56,70,72,48,58,74,64,62,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
tariq-abdul-wahad-2002-03-dallas-mavericks,Tariq Abdul-Wahad,2002-03 Dallas Mavericks,SG,73,"6'6""",78,200,"6'10""",82,68.0,52.0,69.0,73.0,58.0,62.0,85.0,85,50,69,60,85,61,33,75,73,68,45,45,45,30,74,68,68,61,76,73,69,81,76,78,58,78,51,65,68,44,68,68,43,61,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
adrian-griffin-2002-03-dallas-mavericks,Adrian Griffin,2002-03 Dallas Mavericks,SG,72,"6'5""",77,217,"6'9""",81,77.0,53.0,58.0,67.0,61.0,61.0,70.0,88,84,83,60,78,68,37,75,80,72,43,48,33,35,74,58,54,42,60,67,61,75,69,81,41,72,32,65,69,40,77,63,83,61,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
avery-johnson-2002-03-dallas-mavericks,Avery Johnson,2002-03 Dallas Mavericks,PG / SG,71,"5'10""",70,175,"6'1""",73,64.0,43.0,77.0,76.0,59.0,38.0,70.0,80,76,75,30,75,50,65,25,75,72,25,29,25,25,79,74,77,71,82,89,70,86,76,91,58,60,30,60,75,55,55,73,63,38,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
raja-bell-2002-03-dallas-mavericks,Raja Bell,2002-03 Dallas Mavericks,SG,69,"6'5""",77,204,"6'9""",81,63.0,51.0,66.0,80.0,58.0,47.0,60.0,61,67,78,35,51,88,40,77,60,74,35,60,25,40,78,70,68,33,82,74,88,78,82,86,60,94,37,50,62,58,55,74,71,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Bronze,-,Bronze,Bronze,-,Bronze,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
evan-eschmeyer-2002-03-dallas-mavericks,Evan Eschmeyer,2002-03 Dallas Mavericks,C,68,"6'11""",83,255,"7'10""",94,53.0,54.0,31.0,63.0,54.0,73.0,80.0,61,75,49,30,80,25,44,30,64,41,62,58,60,70,38,35,32,26,25,30,80,83,34,86,71,59,62,60,58,71,59,30,41,73,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
popeye-jones-2002-03-dallas-mavericks,Popeye Jones,2002-03 Dallas Mavericks,PF,68,"6'8""",80,250,"7'0""",84,56.0,49.0,38.0,66.0,48.0,68.0,98.0,62,75,54,35,85,25,49,25,51,51,59,60,58,40,30,44,47,41,27,41,85,84,39,80,69,61,41,60,48,64,55,32,33,70,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002-03 Dallas Mavericks,Dallas Mavericks,2002-03,'03
dirk-nowitzki-2010-11-dallas-mavericks,Dirk Nowitzki,2010-11 Dallas Mavericks,PF / C,96,"7'1""",85,245,"7'4""",88,95.0,86.0,57.0,68.0,68.0,84.0,80.0,98,89,98,98,98,90,95,50,98,78,97,99,93,75,60,69,69,60,25,43,90,82,46,98,80,40,69,85,84,80,64,43,50,84,83,HOF,HOF,-,HOF,HOF,Gold,Gold,Bronze,-,Gold,-,HOF,-,Gold,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
tyson-chandler-2010-11-dallas-mavericks,Tyson Chandler,2010-11 Dallas Mavericks,C,84,"7'1""",85,235,"7'3""",87,59.0,71.0,39.0,73.0,78.0,88.0,70.0,83,69,30,50,92,31,77,79,58,74,66,52,65,95,35,40,64,31,25,54,75,76,64,87,80,74,75,95,96,95,75,54,58,89,87,-,-,-,-,-,Silver,-,-,-,-,-,-,Bronze,Bronze,Bronze,Gold,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,Bronze,-,Bronze,Silver,Bronze,Gold,Gold,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
shawn-marion-2010-11-dallas-mavericks,Shawn Marion,2010-11 Dallas Mavericks,SF / PF,83,"6'7""",79,220,"6'10""",82,77.0,73.0,57.0,79.0,71.0,78.0,80.0,95,77,78,70,82,60,58,85,95,80,69,54,72,70,61,60,70,34,60,87,90,85,67,86,60,80,65,60,78,75,65,76,77,81,74,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,Gold,Bronze,Gold,-,Gold,Bronze,-,-,Gold,-,Gold,Gold,-,Gold,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
jason-terry-2010-11-dallas-mavericks,Jason Terry,2010-11 Dallas Mavericks,PG / SG,83,"6'2""",74,180,"6'5""",77,87.0,55.0,82.0,71.0,55.0,35.0,60.0,77,85,95,90,94,83,63,40,85,93,35,50,50,25,84,78,82,79,89,69,73,77,89,85,40,63,40,50,65,33,68,69,63,39,31,-,-,Gold,Gold,Gold,-,-,-,Gold,-,-,-,-,-,-,-,Gold,Silver,-,-,Gold,Gold,Gold,Gold,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
jason-kidd-2010-11-dallas-mavericks,Jason Kidd,2010-11 Dallas Mavericks,PG / SG,81,"6'4""",76,205,"6'8""",80,78.0,52.0,84.0,78.0,72.0,50.0,60.0,77,87,74,60,90,79,38,29,95,84,48,55,40,25,86,84,90,82,80,87,80,77,82,93,58,70,30,80,80,70,80,82,85,62,37,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,Bronze,-,-,Gold,Bronze,-,Gold,Gold,Gold,Silver,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
caron-butler-2010-11-dallas-mavericks,Caron Butler,2010-11 Dallas Mavericks,SF,80,"6'7""",79,228,"7'0""",84,81.0,66.0,72.0,75.0,61.0,46.0,60.0,75,77,88,75,85,86,87,65,70,74,74,75,47,35,75,70,80,72,63,80,79,81,69,85,74,60,37,55,74,54,58,75,75,51,40,-,Gold,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
jj-barea-2010-11-dallas-mavericks,J.J. Barea,2010-11 Dallas Mavericks,PG,77,"6'0""",72,185,"5'11""",71,80.0,45.0,79.0,72.0,41.0,41.0,70.0,71,84,74,80,92,78,65,25,79,83,25,30,25,25,78,78,79,76,86,76,72,79,87,85,28,75,25,50,45,25,45,64,36,47,35,-,-,Bronze,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,Bronze,Silver,Gold,Gold,Gold,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
deshawn-stevenson-2010-11-dallas-mavericks,DeShawn Stevenson,2010-11 Dallas Mavericks,SG,77,"6'5""",77,222,"6'10""",82,75.0,57.0,52.0,76.0,72.0,55.0,98.0,60,88,84,60,70,89,60,75,82,71,44,51,35,40,68,54,46,37,53,87,72,81,72,92,42,84,56,80,81,55,74,84,73,68,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,Silver,-,Gold,Silver,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
corey-brewer-2010-11-dallas-mavericks,Corey Brewer,2010-11 Dallas Mavericks,SF / SG,76,"6'9""",81,185,"6'8""",80,68.0,63.0,62.0,79.0,69.0,43.0,60.0,78,71,84,40,70,66,75,85,82,78,46,57,44,40,72,65,60,40,75,84,80,82,79,89,60,80,47,70,75,58,79,77,75,48,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
peja-stojakovic-2010-11-dallas-mavericks,Peja Stojakovic,2010-11 Dallas Mavericks,SG,76,"6'9""",81,220,"7'0""",84,79.0,56.0,56.0,72.0,54.0,46.0,60.0,75,92,79,60,85,85,40,50,80,75,58,60,58,25,70,61,64,34,51,66,80,94,64,80,54,65,30,55,65,47,74,66,38,53,38,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
brendan-haywood-2010-11-dallas-mavericks,Brendan Haywood,2010-11 Dallas Mavericks,C,74,"7'0""",84,263,"7'7""",91,43.0,68.0,36.0,67.0,64.0,86.0,60.0,60,36,45,30,60,25,70,49,75,50,70,69,74,85,35,32,59,27,25,27,85,85,40,85,84,60,84,65,84,84,47,27,57,84,88,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,Bronze,Gold,Gold,Gold,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
ian-mahinmi-2010-11-dallas-mavericks,Ian Mahinmi,2010-11 Dallas Mavericks,C,72,"6'11""",83,262,"7'3""",87,61.0,68.0,39.0,66.0,69.0,79.0,25.0,91,77,67,35,70,25,80,69,76,46,66,62,68,75,35,32,64,37,25,40,82,83,40,78,79,58,87,65,80,80,69,40,63,77,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
brian-cardinal-2010-11-dallas-mavericks,Brian Cardinal,2010-11 Dallas Mavericks,SF,71,"6'10""",82,230,"7'2""",86,76.0,55.0,38.0,56.0,50.0,60.0,98.0,67,80,58,65,98,86,38,45,95,57,55,56,52,45,44,35,35,44,31,36,62,81,31,77,52,55,55,30,68,55,55,36,48,58,62,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010-11 Dallas Mavericks,Dallas Mavericks,2010-11,'11
jason-kidd-2001-02-new-jersey-nets,Jason Kidd,2001-02 New,PG / SG,92,"6'4""",76,205,"6'8""",80,78.0,63.0,96.0,88.0,82.0,60.0,40.0,75,81,84,95,60,74,94,29,95,94,60,55,50,25,93,98,98,98,94,97,90,84,94,98,70,82,30,95,95,70,95,94,96,75,45,-,-,Silver,-,Silver,-,Silver,-,Gold,-,-,-,-,-,-,-,Gold,Silver,Gold,Gold,Silver,Silver,Gold,Gold,HOF,Gold,Gold,-,Gold,Gold,Gold,HOF,-,HOF,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
kenyon-martin-2001-02-new-jersey-nets,Kenyon Martin,2001-02 New,PF / C,82,"6'9""",81,225,"7'0""",84,79.0,80.0,55.0,84.0,77.0,67.0,60.0,96,68,85,70,75,79,82,70,97,80,78,65,78,90,43,48,62,53,69,65,95,85,81,97,80,85,82,80,85,82,68,65,74,64,70,-,-,-,Bronze,-,Gold,-,-,-,-,-,Bronze,-,Bronze,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,Gold,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
keith-van-horn-2001-02-new-jersey-nets,Keith Van Horn,2001-02 New,SF / PF,82,"6'10""",82,220,"6'11""",83,84.0,68.0,66.0,67.0,57.0,76.0,98.0,88,80,88,80,85,80,52,65,85,85,64,75,64,50,78,74,70,42,67,80,60,73,69,95,36,53,50,50,64,52,50,78,52,78,74,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
kerry-kittles-2001-02-new-jersey-nets,Kerry Kittles,2001-02 New,SG / SF,81,"6'5""",77,210,"6'9""",81,81.0,61.0,64.0,80.0,69.0,37.0,90.0,65,74,93,80,84,87,75,40,86,82,52,77,40,35,76,60,75,45,63,81,90,87,85,84,60,72,35,85,85,58,84,81,55,46,28,-,Silver,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,Silver,-,Bronze,-,Gold,Bronze,-,Silver,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
richard-jefferson-2001-02-new-jersey-nets,Richard Jefferson,2001-02 New,SF / SG,78,"6'7""",79,230,"7'0""",84,71.0,66.0,71.0,84.0,60.0,43.0,75.0,88,71,81,45,69,69,48,85,75,84,70,62,45,60,79,68,67,62,78,79,85,78,87,98,69,92,47,55,68,60,63,69,60,55,31,-,-,-,-,-,Gold,-,-,Silver,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
brandon-armstrong-2001-02-new-jersey-nets,Brandon Armstrong,2001-02 New,SG,72,"6'5""",77,188,"6'10""",82,72.0,55.0,63.0,67.0,53.0,42.0,95.0,50,78,74,65,85,78,50,50,85,74,49,49,38,43,68,64,65,54,62,64,73,84,65,70,45,67,40,40,80,41,55,54,63,46,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
brian-scalabrine-2001-02-new-jersey-nets,Brian Scalabrine,2001-02 New,PF / SF,72,"6'9""",81,241,"6'10""",82,82.0,50.0,48.0,59.0,45.0,54.0,90.0,77,73,84,70,98,89,44,38,82,48,56,62,45,25,35,53,84,42,25,39,45,83,45,85,59,55,52,35,44,42,45,39,57,56,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
aaron-williams-2001-02-new-jersey-nets,Aaron Williams,2001-02 New,C / PF,72,"6'9""",81,220,"7'0""",84,63.0,64.0,45.0,63.0,65.0,64.0,50.0,74,70,73,65,70,27,44,65,66,68,62,60,69,75,44,39,70,48,25,42,42,80,60,80,80,57,69,70,77,79,75,42,44,70,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,Gold,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
jason-collins-2001-02-new-jersey-nets,Jason Collins,2001-02 New,C,71,"7'0""",84,255,"7'5""",89,58.0,53.0,31.0,58.0,73.0,63.0,70.0,55,72,46,65,84,25,52,42,28,41,65,65,60,70,35,31,33,30,27,44,43,79,39,66,82,50,63,85,80,80,77,59,64,57,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
todd-macculloch-2001-02-new-jersey-nets,Todd MacCulloch,2001-02 New,C,71,"7'0""",84,280,"7'4""",88,59.0,59.0,29.0,50.0,55.0,79.0,98.0,59,67,63,45,92,25,69,40,65,28,62,65,75,69,32,32,30,28,25,25,55,77,25,62,75,30,62,60,67,73,44,25,55,71,86,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,2001-02 New Jersey Nets,New Jersey Nets,2001-02,'02
carmelo-anthony-2007-08-denver-nuggets,Carmelo Anthony,2007-08 Denver Nuggets,SF / PF,93,"6'8""",80,240,"7'0""",84,83.0,86.0,82.0,88.0,71.0,62.0,80.0,70,79,97,98,75,80,83,95,95,89,88,95,70,75,94,84,94,55,83,80,82,95,92,98,82,85,68,65,70,73,74,72,78,78,45,HOF,Gold,-,Gold,HOF,Gold,Silver,-,Gold,-,Silver,Silver,-,Silver,-,-,Gold,Gold,-,-,Gold,Silver,Bronze,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,2007-08 Denver Nuggets,Denver Nuggets,2007-08,'08
